#g_name	taxID
gene37458	6231
gene37459	1457286
gene37460	1206794
gene37461	6231
gene37462	1457286
gene37463	1457286
gene37464	1457286
gene37465	1206794
gene37466	1457286
gene37467	1457286
gene37456	1457286
gene38314	6231
gene37616	195883
gene37618	119089
gene37763	6231
gene37764	1457286
gene37765	6656
gene37766	6101
gene37767	6656
gene37769	1457286
gene37770	29002
gene37771	451867
gene37772	1206794
gene37773	1457286
gene37774	6072
gene37775	1206794
gene37776	1206794
gene37777	231623
gene37778	1206794
gene37780	1206794
gene37781	197152
gene37782	197043
gene37783	33392
gene37784	1206794
gene37786	1206794
gene37787	1206794
gene37788	6231
gene37762	1206794
gene37789	1234261
gene37761	400682
gene37758	33317
gene37733	6231
gene37734	1206794
gene37735	1206794
gene37736	1206794
gene37737	392033
gene37738	1457286
gene37740	1206794
gene37742	6329
gene37743	33213
gene37744	1206794
gene37745	6231
gene37746	44578
gene37747	1206794
gene37748	1457286
gene37749	1457286
gene37750	1457286
gene37751	1206794
gene37752	1457286
gene37753	1457286
gene37754	1457286
gene37755	6231
gene37756	33317
gene37757	6231
gene37759	1206794
gene37790	1234261
gene37791	1234261
gene37792	6231
gene37825	33213
gene37826	33317
gene37827	1206794
gene37829	33317
gene37832	1457286
gene37834	6231
gene37835	6231
gene37836	6231
gene37837	6231
gene37838	6656
gene37839	1206794
gene37840	117571
gene37841	1457286
gene37842	6231
gene37843	6347
gene37844	6333
gene37845	1457286
gene37846	6329
gene37847	44578
gene37849	1206794
gene37850	1457286
gene37851	1206794
gene37852	6236
gene37824	1206794
gene37823	6231
gene37822	1457286
gene37821	1457286
gene37793	1206794
gene37796	80765
gene37797	6231
gene37798	1457286
gene37799	1206794
gene37800	1206794
gene37801	7496
gene37802	7496
gene37803	33317
gene37804	1206794
gene37805	6231
gene37732	6231
gene37806	1457286
gene37809	1206794
gene37810	1206794
gene37811	1206794
gene37812	1206794
gene37813	1206794
gene37814	7711
gene37815	1206794
gene37817	1206794
gene37818	1206794
gene37819	1206794
gene37820	1206794
gene37808	1206794
gene37617	1457286
gene37731	6231
gene37729	1457286
gene37646	1457286
gene37647	33213
gene37648	33317
gene37649	1206794
gene37650	1457286
gene37651	1378263
gene37652	6329
gene37653	1457286
gene37654	1457286
gene37655	1457286
gene37656	1457286
gene37657	1457286
gene37658	33213
gene37659	1206794
gene37660	1457286
gene37661	1457286
gene37662	33317
gene37663	6329
gene37664	450948
gene37665	6231
gene37666	41166
gene37667	6329
gene37668	6596
gene37645	6231
gene37669	6231
gene37644	1206794
gene37642	33213
gene37619	1457286
gene37620	1457286
gene37621	1457286
gene37622	1457286
gene37623	1457286
gene37624	44578
gene37625	1457286
gene37626	33213
gene37627	31032
gene37628	48498
gene37629	33317
gene37630	33317
gene37631	33213
gene37632	33317
gene37633	33213
gene37634	31032
gene37635	33317
gene37636	33317
gene37637	6125
gene37638	1457286
gene37639	33317
gene37640	48498
gene37641	33213
gene37643	33317
gene37670	1457286
gene37671	6329
gene37672	6329
gene37704	1206794
gene37705	1206794
gene37706	1457286
gene37707	1457286
gene37708	1206794
gene37709	1206794
gene37710	6231
gene37711	119089
gene37712	1457286
gene37713	1206794
gene37714	69355
gene37716	6231
gene37717	1206794
gene37718	1206794
gene37719	1206794
gene37720	6231
gene37721	6231
gene37722	116706
gene37723	1457286
gene37724	1457286
gene37725	1206794
gene37726	1206794
gene37728	1206794
gene37703	6231
gene37702	6231
gene37701	6960
gene37700	6231
gene37673	1457286
gene37674	1457286
gene37675	1457286
gene37676	6236
gene37677	1457286
gene37678	1206794
gene37679	1206794
gene37680	1457286
gene37681	1457286
gene37682	6265
gene37684	1457286
gene37730	6231
gene37685	33213
gene37687	6231
gene37688	1457286
gene37689	1206794
gene37690	1457286
gene37691	1206794
gene37693	6231
gene37694	6231
gene37695	6231
gene37696	1457286
gene37698	6231
gene37699	33392
gene37686	6231
gene38315	1457286
gene38316	33317
gene38317	1206794
gene38937	1206794
gene38938	1457286
gene38941	6231
gene38943	6337
gene38944	6231
gene38945	1457286
gene38946	1206794
gene38947	36086
gene38948	1457286
gene38949	1457286
gene38950	6231
gene38951	1206794
gene38952	1206794
gene38953	1206794
gene38954	1206794
gene38955	44578
gene38956	6231
gene38957	1206794
gene38958	6231
gene38959	119089
gene38960	119089
gene38961	1206794
gene38962	6231
gene38936	33317
gene38963	6231
gene38935	1206794
gene38933	1206794
gene38908	6231
gene38909	1457286
gene38910	1206794
gene38911	1206794
gene38912	1457286
gene38913	6231
gene38914	6668
gene38915	1206794
gene38916	7711
gene38917	1206794
gene38918	1457286
gene38919	1457286
gene38920	1457286
gene38921	1457286
gene38922	6329
gene38923	6329
gene38924	6329
gene38925	6231
gene38926	1457286
gene38927	1457286
gene38928	1206794
gene38929	1206794
gene38932	33213
gene38934	6231
gene38964	1206794
gene38965	1206794
gene38966	6231
gene38999	1457286
gene39000	6231
gene39001	1206794
gene39002	1206794
gene39003	51031
gene39004	6231
gene39005	197562
gene39006	1457286
gene39008	1457286
gene39009	44578
gene39010	1457286
gene39011	51338
gene39012	1206794
gene39013	1457286
gene39014	1206794
gene39017	1206794
gene39018	33317
gene39019	33317
gene39021	1457286
gene39022	1457286
gene39023	36086
gene39024	1457286
gene39025	6231
gene38998	32473
gene38996	392030
gene38995	1206794
gene38993	1206794
gene38967	1206794
gene38968	6656
gene38969	1206794
gene38970	1206794
gene38971	1457286
gene38972	36086
gene38973	74971
gene38974	1206794
gene38976	6231
gene38977	1206795
gene38978	33317
gene38907	1206794
gene38979	1206794
gene38981	6656
gene38982	1206794
gene38983	44578
gene38984	1457286
gene38985	1457286
gene38986	33317
gene38987	186625
gene38988	1206794
gene38989	400682
gene38990	1206794
gene38991	1457286
gene38980	1206794
gene39026	7048
gene38906	6236
gene38904	6231
gene38822	34735
gene38823	144703
gene38824	1206794
gene38825	119089
gene38826	1206794
gene38827	6231
gene38828	33213
gene38829	37567
gene38831	6231
gene38832	33317
gene38833	33317
gene38834	1206794
gene38835	1206794
gene38836	1206794
gene38838	6231
gene38839	1457286
gene38840	186625
gene38842	1457286
gene38843	33213
gene38844	1206794
gene38845	6231
gene38846	1206794
gene38847	1457286
gene38821	70987
gene38848	1457286
gene38820	119089
gene38818	1206794
gene38792	241478
gene38793	241478
gene38794	117571
gene38795	1457286
gene38796	1206794
gene38798	1234261
gene38799	119089
gene38801	33213
gene38802	33154
gene38803	6329
gene38804	1206794
gene38805	1206794
gene38806	1206794
gene38807	1206794
gene38809	1206794
gene38810	1206794
gene38811	1457286
gene38812	33317
gene38813	1457286
gene38814	1457286
gene38815	6231
gene38816	6231
gene38817	1206794
gene38819	241478
gene38849	1457286
gene38850	1457286
gene38851	6231
gene38880	33511
gene38881	307492
gene38882	33317
gene38883	1457286
gene38884	1206794
gene38885	1457286
gene38886	1813004
gene38887	1457286
gene38889	6231
gene38890	6596
gene38891	6448
gene38892	1457286
gene38893	1457286
gene38894	1457286
gene38895	1457286
gene38896	6231
gene38897	1457286
gene38898	6231
gene38899	6231
gene38900	6236
gene38901	6236
gene38902	6231
gene38903	1457286
gene38879	119089
gene38878	400682
gene38877	400682
gene38876	1206794
gene38852	1206794
gene38853	44578
gene38854	1206794
gene38855	6231
gene38856	1206794
gene38857	1206794
gene38858	1206794
gene38859	1206794
gene38860	1206794
gene38861	1206794
gene38862	1457286
gene38905	6236
gene38863	33317
gene38865	45882
gene38866	1457286
gene38867	6265
gene38868	1457286
gene38869	6231
gene38870	6231
gene38871	1206794
gene38872	1206794
gene38873	1234261
gene38874	10194
gene38875	1206794
gene38864	1206794
gene38791	34508
gene39027	33340
gene39030	1457286
gene39179	1457286
gene39180	1457286
gene39181	1206794
gene39182	1206794
gene39183	1206794
gene39184	6231
gene39185	33317
gene39186	38358
gene39187	1457286
gene39188	1206794
gene39189	7524
gene39190	33340
gene39191	6236
gene39192	210409
gene39193	6072
gene39194	6231
gene39195	1206794
gene39196	7496
gene39197	241478
gene39198	241478
gene39199	6329
gene39200	1206794
gene39201	33317
gene39178	6231
gene39202	6231
gene39177	1457286
gene39175	44578
gene39152	6333
gene39153	33317
gene39154	33317
gene39155	1457286
gene39156	6329
gene39157	2652724
gene39158	1457286
gene39159	1206794
gene39160	6231
gene39161	197152
gene39162	1206794
gene39163	1457286
gene39164	241478
gene39165	1206794
gene39166	1457286
gene39167	1457286
gene39168	1457286
gene39169	1457286
gene39170	1206794
gene39171	1206795
gene39172	1457286
gene39173	1206795
gene39174	6329
gene39176	1457286
gene39203	119089
gene39204	1206794
gene39205	6231
gene39236	1206794
gene39237	1457286
gene39239	1457286
gene39240	1457286
gene39241	1457286
gene39242	77166
gene39243	1457286
gene39244	6335
gene39245	1206795
gene39246	1206795
gene39247	33213
gene39248	307492
gene39250	119089
gene39251	1206794
gene39252	456900
gene39253	6231
gene39255	1206794
gene39256	1206795
gene39257	6340
gene39258	1206795
gene39259	33317
gene39260	33317
gene39261	1457286
gene39235	1457286
gene39234	1457286
gene39233	1206794
gene39232	6231
gene39206	33317
gene39207	1206794
gene39208	1206794
gene39209	1457286
gene39210	7054
gene39212	6072
gene39213	1206794
gene39214	1457286
gene39216	6326
gene39217	2874296
gene39218	1457286
gene39151	6329
gene39219	241478
gene39221	1206794
gene39222	6231
gene39223	1457286
gene39224	6333
gene39225	6329
gene39226	1206794
gene39227	1206794
gene39228	48498
gene39229	6101
gene39230	1206794
gene39231	6101
gene39220	1457286
gene39029	1457286
gene39150	6329
gene39147	6231
gene39062	241478
gene39063	1457286
gene39064	6231
gene39065	1206794
gene39067	1457286
gene39068	6329
gene39069	6231
gene39070	241478
gene39071	119089
gene39072	1457286
gene39073	1206794
gene39074	1457286
gene39075	1206794
gene39076	1457286
gene39077	1457286
gene39078	6231
gene39079	2072580
gene39080	6231
gene39081	6231
gene39082	7776
gene39083	6231
gene39084	6231
gene39085	6231
gene39061	1457286
gene39086	6231
gene39060	1457286
gene39058	1206794
gene39031	33317
gene39032	33340
gene39033	307492
gene39034	1457286
gene39035	1457286
gene39036	10195
gene39037	197562
gene39038	1206794
gene39039	1457286
gene39041	1206794
gene39042	1457286
gene39043	1206794
gene39044	1457286
gene39045	1457286
gene39046	1457286
gene39047	6231
gene39048	1206794
gene39049	1457286
gene39051	119089
gene39052	1206794
gene39054	241478
gene39056	1457286
gene39057	166423
gene39059	1457286
gene39087	1457286
gene39088	6231
gene39089	6231
gene39123	44578
gene39124	1206794
gene39125	1457286
gene39126	6231
gene39127	1457286
gene39128	1457286
gene39129	119089
gene39130	1457286
gene39131	119089
gene39132	6231
gene39133	6231
gene39134	1457286
gene39135	6231
gene39136	6231
gene39137	6231
gene39138	1206794
gene39139	1314802
gene39140	1457286
gene39141	1457286
gene39142	1206794
gene39143	1206794
gene39145	6231
gene39146	33317
gene39121	1206794
gene39120	1206794
gene39119	1457286
gene39118	6333
gene39090	6231
gene39091	33317
gene39092	6231
gene39093	33154
gene39094	33317
gene39095	33317
gene39096	1206794
gene39098	6656
gene39099	6946
gene39101	6231
gene39102	44578
gene39148	1457286
gene39103	1206794
gene39106	1206794
gene39107	1206794
gene39108	1457286
gene39109	1206794
gene39110	1206794
gene39111	4854
gene39112	1457286
gene39114	1457286
gene39115	1206794
gene39116	6231
gene39117	1457286
gene39105	117571
gene37381	2785011
gene38790	197043
gene38788	6231
gene38463	119089
gene38464	6329
gene38466	6231
gene38467	1457286
gene38468	1206794
gene38469	1206794
gene38470	74975
gene38471	1457286
gene38473	1206794
gene38474	1206794
gene38475	1206794
gene38476	186625
gene38477	33317
gene38478	241478
gene38479	1206795
gene38480	1457286
gene38481	1457286
gene38483	33317
gene38484	1206794
gene38485	1206794
gene38486	6072
gene38487	1206794
gene38488	35525
gene38462	33317
gene38489	6072
gene38461	1206794
gene38459	1457286
gene38435	1457286
gene38436	6231
gene38437	6236
gene38438	6236
gene38439	1206794
gene38440	33317
gene38441	33317
gene38442	33317
gene38443	1234261
gene38444	1457286
gene38445	6231
gene38446	1551368
gene38447	1206794
gene38448	1206794
gene38449	1457286
gene38450	1206794
gene38451	1457286
gene38452	1457286
gene38453	1457286
gene38454	33317
gene38455	6231
gene38456	1206794
gene38457	6231
gene38460	6231
gene38491	6231
gene38492	44578
gene38493	6329
gene38525	6231
gene38526	6231
gene38527	6231
gene38530	119089
gene38531	1457286
gene38532	1457286
gene38533	6231
gene38534	1206794
gene38535	2585209
gene38536	1457286
gene38537	74971
gene38538	2652724
gene38539	197043
gene38540	1457286
gene38541	6236
gene38542	119089
gene38543	6236
gene38544	33283
gene38547	7400
gene38548	1206794
gene38549	1206794
gene38550	1457286
gene38551	241478
gene38524	6231
gene38523	1457286
gene38522	33213
gene38521	6236
gene38494	2785011
gene38495	1206794
gene38496	1457286
gene38497	1457286
gene38498	33213
gene38499	1206794
gene38500	6231
gene38501	6231
gene38503	1206794
gene38504	214506
gene38505	390850
gene38434	6231
gene38506	1457286
gene38509	1457286
gene38510	6231
gene38511	6231
gene38512	6231
gene38513	1206794
gene38515	6231
gene38516	33317
gene38517	6231
gene38518	1206794
gene38519	1206794
gene38520	1206794
gene38508	6329
gene38552	6231
gene38433	197562
gene38430	1206794
gene38349	1206794
gene38350	1206794
gene38351	33317
gene38352	2652724
gene38353	1457286
gene38355	6656
gene38356	1206794
gene38357	6236
gene38358	1206794
gene38359	1457286
gene38360	1457286
gene38361	1206794
gene38362	1206794
gene38363	1206794
gene38364	1206794
gene38365	241478
gene38366	1457286
gene38367	6274
gene38368	6231
gene38369	1206794
gene38370	1234261
gene38371	1457286
gene38372	1457286
gene38348	123851
gene38373	1206794
gene38347	33340
gene38345	1206794
gene38318	400682
gene38319	33511
gene38320	9347
gene38321	6231
gene38322	1206794
gene38323	1457286
gene38324	1457286
gene38325	6329
gene38326	6329
gene38328	1206794
gene38330	1206794
gene38331	189513
gene38332	1457286
gene38333	1457286
gene38334	6231
gene38335	1457286
gene38336	57060
gene38337	214506
gene38339	33317
gene38340	33511
gene38341	1457286
gene38342	33154
gene38343	33154
gene38346	6231
gene38375	6231
gene38376	1457286
gene38377	1457286
gene38407	197562
gene38408	68888
gene38409	1457286
gene38410	1457286
gene38411	33317
gene38412	1206794
gene38413	6236
gene38414	1206794
gene38415	241478
gene38416	1457286
gene38417	1457286
gene38418	6333
gene38419	1206794
gene38420	1206794
gene38421	1457286
gene38422	123851
gene38423	1457286
gene38424	119089
gene38425	33317
gene38426	1206794
gene38427	1457286
gene38428	1206794
gene38429	1457286
gene38406	6231
gene38405	33317
gene38404	1457286
gene38403	6231
gene38378	1457286
gene38379	33213
gene38380	33317
gene38381	33317
gene38382	1457286
gene38383	6231
gene38384	33213
gene38385	6231
gene38386	6231
gene38387	314145
gene38388	33283
gene38431	1457286
gene38389	7906
gene38391	33340
gene38392	1206794
gene38393	6231
gene38394	1206794
gene38395	1206794
gene38396	1206794
gene38397	1206794
gene38398	104777
gene38400	33317
gene38401	1206794
gene38402	6231
gene38390	1206794
gene38789	2697495
gene38553	6231
gene38555	1457286
gene38705	1206794
gene38706	33213
gene38707	1206794
gene38708	6231
gene38709	33511
gene38710	1206794
gene38711	1206794
gene38712	1206794
gene38713	6231
gene38714	1206794
gene38715	119089
gene38716	6231
gene38717	1564500
gene38718	1457286
gene38719	33213
gene38721	6231
gene38722	1206794
gene38723	1457286
gene38724	6231
gene38725	1457286
gene38726	1457286
gene38728	1206794
gene38729	6231
gene38704	1457286
gene38730	1457286
gene38703	1206794
gene38701	6231
gene38676	1457286
gene38677	6231
gene38678	1206794
gene38679	1457286
gene38680	1457286
gene38681	231623
gene38682	1206794
gene38683	119089
gene38684	1457286
gene38685	1206794
gene38686	88770
gene38688	1457286
gene38689	1457286
gene38690	6127
gene38691	33317
gene38692	44578
gene38693	1457286
gene38694	6231
gene38695	104431
gene38696	1206794
gene38697	6656
gene38698	1457286
gene38699	104431
gene38702	6231
gene38731	6231
gene38732	1206794
gene38733	1457286
gene38763	33213
gene38764	1457286
gene38765	33213
gene38766	1457286
gene38767	1206794
gene38768	119089
gene38769	197562
gene38770	1206794
gene38771	1206795
gene38772	1457286
gene38773	1457286
gene38774	1206794
gene38775	1457286
gene38776	6231
gene38777	400682
gene38778	1206794
gene38780	1206794
gene38781	1206794
gene38783	1206794
gene38784	33154
gene38785	6231
gene38786	116571
gene38787	1206794
gene38762	1457286
gene38761	1457286
gene38760	1206794
gene38759	6231
gene38734	1457286
gene38736	6231
gene38737	6231
gene38738	6231
gene38739	6231
gene38740	1457286
gene38741	7713
gene38742	6231
gene38743	6231
gene38744	6231
gene38745	119089
gene38675	1457286
gene38746	6231
gene38748	1206794
gene38749	119089
gene38750	33213
gene38751	33213
gene38752	6548
gene38753	433720
gene38754	44578
gene38755	6231
gene38756	2652724
gene38757	33340
gene38758	6231
gene38747	33213
gene38554	1206794
gene38674	1206794
